,Date Time,Apple_Price,Apple_Vol.
932,2020-04-28,69.64,112000000.0
931,2020-04-29,71.93,137280000.0
930,2020-04-30,73.45,183060000.0
929,2020-05-01,72.27,240620000.0
928,2020-05-04,73.29,133570000.0
927,2020-05-05,74.39,147750000.0
926,2020-05-06,75.16,142330000.0
925,2020-05-07,75.94,115220000.0
924,2020-05-08,77.53,134050000.0
923,2020-05-11,78.75,145950000.0
922,2020-05-12,77.85,162300000.0
921,2020-05-13,76.91,200620000.0
920,2020-05-14,77.39,158930000.0
919,2020-05-15,76.93,166350000.0
918,2020-05-18,78.74,135370000.0
917,2020-05-19,78.28,101730000.0
916,2020-05-20,79.81,111500000.0
915,2020-05-21,79.21,102690000.0
914,2020-05-22,79.72,81800000.0
913,2020-05-27,79.53,112950000.0
912,2020-05-28,79.56,133800000.0
911,2020-05-29,79.48,153600000.0
910,2020-06-01,80.46,81020000.0
909,2020-06-02,80.83,87640000.0
908,2020-06-03,81.28,104490000.0
907,2020-06-04,80.58,87560000.0
906,2020-06-05,82.88,137250000.0
905,2020-06-08,83.36,95650000.0
904,2020-06-09,86.0,147710000.0
903,2020-06-10,88.21,166650000.0
902,2020-06-11,83.97,201660000.0
901,2020-06-12,84.7,200150000.0
900,2020-06-15,85.75,138810000.0
899,2020-06-16,88.02,165430000.0
898,2020-06-17,87.9,114410000.0
897,2020-06-18,87.93,96820000.0
896,2020-06-19,87.43,264480000.00000003
895,2020-06-22,89.72,135450000.0
894,2020-06-23,91.63,212160000.0
893,2020-06-24,90.02,192620000.0
892,2020-06-25,91.21,137520000.0
891,2020-06-26,88.41,205260000.0
890,2020-06-29,90.44,130650000.0
889,2020-06-30,91.2,140220000.0
888,2020-07-01,91.03,110740000.0
887,2020-07-02,91.03,114040000.0
886,2020-07-07,93.17,112420000.0
885,2020-07-08,95.34,117090000.0
884,2020-07-09,95.68,125640000.0
883,2020-07-10,95.92,90260000.0
882,2020-07-13,95.48,191650000.0
881,2020-07-14,97.06,170990000.0
880,2020-07-15,97.72,153200000.0
879,2020-07-16,96.52,110580000.0
878,2020-07-17,96.33,92190000.0
877,2020-07-20,98.36,90320000.0
876,2020-07-21,97.0,103650000.0
875,2020-07-22,97.27,89000000.0
874,2020-07-23,92.84,197000000.0
873,2020-07-24,92.61,185440000.0
872,2020-07-27,94.81,121210000.0
871,2020-07-28,93.25,103630000.0
870,2020-07-29,95.04,90330000.0
869,2020-07-30,96.19,158130000.0
868,2020-07-31,106.26,374300000.0
867,2020-08-03,108.94,308150000.0
866,2020-08-04,109.67,172790000.0
865,2020-08-05,110.06,121990000.0
864,2020-08-06,113.9,202430000.0
863,2020-08-07,111.11,198050000.0
862,2020-08-10,112.73,212400000.0
861,2020-08-11,109.38,187900000.0
860,2020-08-12,113.01,165940000.0
859,2020-08-13,115.01,210080000.0
858,2020-08-14,114.91,165570000.0
857,2020-08-17,114.61,119560000.0
856,2020-08-18,115.56,105630000.0
855,2020-08-19,115.71,145540000.0
854,2020-08-20,118.28,126910000.0
853,2020-08-21,124.37,338050000.0
852,2020-08-24,125.86,345940000.0
851,2020-08-25,124.83,211500000.0
850,2020-08-26,126.52,163020000.0
849,2020-08-27,125.01,155550000.0
848,2020-08-28,124.81,187630000.0
847,2020-08-31,129.04,225700000.0
846,2020-09-01,134.18,152470000.0
845,2020-09-02,131.4,200120000.0
844,2020-09-03,120.88,257600000.00000003
843,2020-09-04,120.96,332610000.0
842,2020-09-09,117.32,176940000.0
841,2020-09-10,113.49,182270000.0
840,2020-09-11,112.0,180860000.0
839,2020-09-14,115.36,140150000.0
838,2020-09-15,115.54,184640000.0
837,2020-09-16,112.13,155030000.0
836,2020-09-17,110.34,178010000.0
835,2020-09-18,106.84,287100000.0
834,2020-09-21,110.08,195710000.0
833,2020-09-22,111.81,183060000.0
832,2020-09-23,107.12,150720000.0
831,2020-09-24,108.22,167740000.0
830,2020-09-25,112.28,149980000.0
829,2020-09-28,114.96,137670000.0
828,2020-09-29,114.09,100060000.0
827,2020-09-30,115.81,142680000.0
826,2020-10-01,116.79,116120000.0
825,2020-10-02,113.02,144710000.0
824,2020-10-05,116.5,106240000.0
823,2020-10-06,113.16,161500000.0
822,2020-10-07,115.08,96850000.0
821,2020-10-08,114.97,83480000.0
820,2020-10-09,116.97,100510000.0
819,2020-10-12,124.4,240230000.0
818,2020-10-13,121.1,262330000.0
817,2020-10-14,121.19,151060000.0
816,2020-10-15,120.71,112560000.0
815,2020-10-16,119.02,115390000.0
814,2020-10-19,115.98,120640000.0
813,2020-10-20,117.51,124420000.0
812,2020-10-21,116.87,89950000.0
811,2020-10-22,115.75,101990000.0
810,2020-10-23,115.04,82570000.0
809,2020-10-26,115.05,111850000.0
808,2020-10-27,116.6,92280000.0
807,2020-10-28,111.2,143940000.0
806,2020-10-29,115.32,146130000.0
805,2020-10-30,108.86,190570000.0
804,2020-11-02,108.77,122870000.0
803,2020-11-03,110.44,107620000.0
802,2020-11-04,114.95,138240000.0
801,2020-11-05,119.03,126390000.0
800,2020-11-06,118.69,114460000.0
799,2020-11-09,116.32,154520000.0
798,2020-11-10,115.97,138020000.0
797,2020-11-11,119.49,112300000.0
796,2020-11-12,119.21,103350000.0
795,2020-11-13,119.26,81690000.0
794,2020-11-16,120.3,91180000.0
793,2020-11-17,119.39,74270000.0
792,2020-11-18,118.03,76320000.0
791,2020-11-19,118.64,74110000.0
790,2020-11-20,117.34,73600000.0
789,2020-11-23,113.85,127960000.0
788,2020-11-24,115.17,113870000.0
787,2020-11-25,116.03,76500000.0
786,2020-11-30,119.05,169410000.0
785,2020-12-01,122.72,128170000.0
784,2020-12-02,123.08,89000000.0
783,2020-12-03,122.94,78970000.0
782,2020-12-04,122.25,78260000.0
781,2020-12-07,123.75,86710000.0
780,2020-12-08,124.38,82230000.0
779,2020-12-09,121.78,115090000.0
778,2020-12-10,123.24,81310000.0
777,2020-12-11,122.41,86940000.0
776,2020-12-14,121.78,79080000.0
775,2020-12-15,127.88,157570000.0
774,2020-12-16,127.81,98210000.0
773,2020-12-17,128.7,94360000.0
772,2020-12-18,126.65,192540000.0
771,2020-12-21,128.23,121250000.0
770,2020-12-22,131.88,169350000.0
769,2020-12-23,130.96,88220000.0
768,2020-12-24,131.97,54930000.0
767,2020-12-28,136.69,124490000.0
766,2020-12-29,134.87,121050000.0
765,2020-12-30,133.72,96450000.0
764,2020-12-31,132.69,99120000.0
763,2021-01-04,129.41,143300000.0
762,2021-01-05,131.01,97670000.0
761,2021-01-06,126.6,155090000.0
760,2021-01-07,130.92,109580000.0
759,2021-01-08,132.05,105160000.0
758,2021-01-11,128.98,100620000.0
757,2021-01-12,128.8,91950000.0
756,2021-01-13,130.89,88640000.0
755,2021-01-14,128.91,90220000.0
754,2021-01-15,127.14,111600000.0
753,2021-01-20,132.03,104320000.0
752,2021-01-21,136.87,120530000.0
751,2021-01-22,139.07,114460000.0
750,2021-01-25,142.92,157610000.0
749,2021-01-26,143.16,98390000.0
748,2021-01-27,142.06,140840000.0
747,2021-01-28,137.09,142620000.0
746,2021-01-29,131.96,177520000.0
745,2021-02-01,134.14,106240000.0
744,2021-02-02,134.99,83310000.0
743,2021-02-03,133.94,89880000.0
742,2021-02-04,137.39,84180000.0
741,2021-02-05,136.76,75690000.0
740,2021-02-08,136.91,71300000.0
739,2021-02-09,136.01,76770000.0
738,2021-02-10,135.39,73050000.0
737,2021-02-11,135.13,64280000.0
736,2021-02-12,135.37,60150000.0
735,2021-02-17,130.84,98090000.0
734,2021-02-18,129.71,96860000.0
733,2021-02-19,129.87,87670000.0
732,2021-02-22,126.0,103920000.0
731,2021-02-23,125.86,158270000.0
730,2021-02-24,125.35,111040000.0
729,2021-02-25,120.99,148200000.0
728,2021-02-26,121.26,164560000.0
727,2021-03-01,127.79,116310000.0
726,2021-03-02,125.12,102260000.0
725,2021-03-03,122.06,112970000.0
724,2021-03-04,120.13,178160000.0
723,2021-03-05,121.42,153770000.0
722,2021-03-08,116.36,154380000.0
721,2021-03-09,121.08,129530000.0
720,2021-03-10,119.98,111940000.0
719,2021-03-11,121.96,103030000.0
718,2021-03-12,121.03,88110000.0
717,2021-03-15,123.99,92590000.0
716,2021-03-16,125.57,115230000.0
715,2021-03-17,124.76,111930000.0
714,2021-03-18,120.53,121470000.0
713,2021-03-19,119.99,185550000.0
712,2021-03-22,123.39,111910000.0
711,2021-03-23,122.54,95470000.0
710,2021-03-24,120.09,88530000.0
709,2021-03-25,120.59,98850000.0
708,2021-03-26,121.21,94070000.0
707,2021-03-29,121.39,80820000.0
706,2021-03-30,119.9,85670000.0
705,2021-03-31,122.15,118320000.0
704,2021-04-01,123.0,75090000.0
703,2021-04-05,125.9,88650000.0
702,2021-04-06,126.21,80170000.0
701,2021-04-07,127.9,83470000.0
700,2021-04-08,130.36,88850000.0
699,2021-04-09,132.99,106690000.0
698,2021-04-12,131.24,91420000.0
697,2021-04-13,134.43,91270000.0
696,2021-04-14,132.03,87220000.0
695,2021-04-15,134.5,89350000.0
694,2021-04-16,134.16,84920000.0
693,2021-04-19,134.84,94260000.0
692,2021-04-20,133.11,94810000.0
691,2021-04-21,133.5,68850000.0
690,2021-04-22,131.94,84570000.0
689,2021-04-23,134.32,78760000.0
688,2021-04-26,134.72,66910000.0
687,2021-04-27,134.39,66019999.99999999
686,2021-04-28,133.58,107760000.0
685,2021-04-29,133.48,151100000.0
684,2021-04-30,131.46,109840000.0
683,2021-05-03,132.54,75140000.0
682,2021-05-04,127.85,137560000.0
681,2021-05-05,128.1,84000000.0
680,2021-05-06,129.74,78130000.0
679,2021-05-07,130.21,78970000.0
678,2021-05-10,126.85,88070000.0
677,2021-05-11,125.91,126140000.0
676,2021-05-12,122.77,112170000.0
675,2021-05-13,124.97,105860000.0
674,2021-05-14,127.45,81920000.0
673,2021-05-17,126.27,74250000.0
672,2021-05-18,124.85,63340000.0
671,2021-05-19,124.69,92610000.0
670,2021-05-20,127.31,76860000.0
669,2021-05-21,125.43,79300000.0
668,2021-05-24,127.1,63090000.0
667,2021-05-25,126.9,72010000.0
666,2021-05-26,126.85,56580000.0
665,2021-05-27,125.28,94630000.0
664,2021-05-28,124.61,71310000.0
663,2021-06-02,125.06,59280000.0
662,2021-06-03,123.54,76230000.0
661,2021-06-04,125.89,75170000.0
660,2021-06-07,125.9,71060000.0
659,2021-06-08,126.74,74400000.0
658,2021-06-09,127.13,56880000.0
657,2021-06-10,126.11,71190000.0
656,2021-06-11,127.35,53520000.0
655,2021-06-14,130.48,96910000.0
654,2021-06-15,129.64,62750000.0
653,2021-06-16,130.15,91820000.0
652,2021-06-17,131.79,96720000.0
651,2021-06-18,130.46,108950000.0
650,2021-06-21,132.3,79660000.0
649,2021-06-22,133.98,74780000.0
648,2021-06-23,133.7,60210000.0
647,2021-06-24,133.41,68710000.0
646,2021-06-25,133.11,70780000.0
645,2021-06-28,134.78,62110000.0
644,2021-06-29,136.33,64560000.0
643,2021-06-30,136.96,63260000.0
642,2021-07-01,137.27,52490000.0
641,2021-07-02,139.96,78950000.0
640,2021-07-07,144.57,104910000.0
639,2021-07-08,143.24,105580000.0
638,2021-07-09,145.11,99890000.0
637,2021-07-12,144.5,76300000.0
636,2021-07-13,145.64,100830000.0
635,2021-07-14,149.15,127050000.0
634,2021-07-15,148.48,106820000.0
633,2021-07-16,146.39,93250000.0
632,2021-07-19,142.45,121440000.0
631,2021-07-20,146.15,96350000.0
630,2021-07-21,145.4,74990000.0
629,2021-07-22,146.8,77340000.0
628,2021-07-23,148.56,71450000.0
627,2021-07-26,148.99,72430000.0
626,2021-07-27,146.77,104820000.0
625,2021-07-28,144.98,118930000.0
624,2021-07-29,145.64,56700000.0
623,2021-07-30,145.86,70440000.0
622,2021-08-02,145.52,62880000.0
621,2021-08-03,147.36,64790000.00000001
620,2021-08-04,146.95,56370000.0
619,2021-08-05,147.06,46400000.0
618,2021-08-06,146.14,54130000.0
617,2021-08-09,146.09,48910000.0
616,2021-08-10,145.6,69020000.0
615,2021-08-11,145.86,48490000.0
614,2021-08-12,148.89,73780000.0
613,2021-08-13,149.1,59380000.0
612,2021-08-16,151.12,103560000.0
611,2021-08-17,150.19,92230000.0
610,2021-08-18,146.36,86330000.0
609,2021-08-19,146.7,86960000.0
608,2021-08-20,148.19,60550000.0
607,2021-08-23,149.71,60130000.0
606,2021-08-24,149.62,48610000.0
605,2021-08-25,148.36,58990000.0
604,2021-08-26,147.54,48600000.0
603,2021-08-27,148.6,55800000.0
602,2021-08-30,153.12,90960000.0
601,2021-08-31,151.83,86450000.0
600,2021-09-01,152.51,80310000.0
599,2021-09-02,153.65,71170000.0
598,2021-09-03,154.3,57870000.0
597,2021-09-08,155.11,74420000.0
596,2021-09-09,154.07,57310000.0
595,2021-09-10,148.97,140890000.0
594,2021-09-13,149.55,102400000.0
593,2021-09-14,148.12,109300000.0
592,2021-09-15,149.03,83280000.0
591,2021-09-16,148.79,68030000.0
590,2021-09-17,146.06,129870000.0
589,2021-09-20,142.94,123480000.0
588,2021-09-21,143.43,75830000.0
587,2021-09-22,145.85,76400000.0
586,2021-09-23,146.83,64840000.0
585,2021-09-24,146.92,53480000.0
584,2021-09-27,145.37,74150000.0
583,2021-09-28,141.91,108970000.0
582,2021-09-29,142.83,74600000.0
581,2021-09-30,141.5,89060000.0
580,2021-10-01,142.65,94640000.0
579,2021-10-04,139.14,98320000.0
578,2021-10-05,141.11,80860000.0
577,2021-10-06,142.0,83220000.0
576,2021-10-07,143.29,61730000.0
575,2021-10-08,142.9,58770000.0
574,2021-10-11,142.81,64450000.0
573,2021-10-12,141.51,73040000.0
572,2021-10-13,140.91,78760000.0
571,2021-10-14,143.76,69910000.0
570,2021-10-15,144.84,67940000.0
569,2021-10-18,146.55,85590000.0
568,2021-10-19,148.76,76380000.0
567,2021-10-20,149.26,58420000.0
566,2021-10-21,149.48,61420000.0
565,2021-10-22,148.69,58880000.0
564,2021-10-25,148.64,50720000.0
563,2021-10-26,149.32,60890000.0
562,2021-10-27,148.85,56100000.0
561,2021-10-28,152.57,100080000.0
560,2021-10-29,149.8,124950000.0
559,2021-11-01,148.96,74590000.0
558,2021-11-02,150.02,69120000.0
557,2021-11-03,151.49,54510000.0
556,2021-11-04,150.96,60400000.0
555,2021-11-05,151.28,65459999.99999999
554,2021-11-08,150.44,55020000.0
553,2021-11-09,150.81,56790000.0
552,2021-11-10,147.92,65190000.0
551,2021-11-11,147.87,41000000.0
550,2021-11-12,149.99,63800000.0
549,2021-11-15,150.0,59220000.0
548,2021-11-16,151.0,59260000.0
547,2021-11-17,153.49,88810000.0
546,2021-11-18,157.87,137830000.0
545,2021-11-19,160.55,117310000.0
544,2021-11-22,161.02,117470000.0
543,2021-11-23,161.41,96040000.0
542,2021-11-24,161.94,69460000.0
541,2021-11-29,160.24,88750000.0
540,2021-11-30,165.3,174050000.0
539,2021-12-01,164.77,152420000.0
538,2021-12-02,163.76,136740000.0
537,2021-12-03,161.84,118020000.0
536,2021-12-06,165.32,107500000.0
535,2021-12-07,171.18,120410000.0
534,2021-12-08,175.08,117000000.0
533,2021-12-09,174.56,108920000.0
532,2021-12-10,179.45,115400000.0
531,2021-12-13,175.74,153240000.0
530,2021-12-14,174.33,139380000.0
529,2021-12-15,179.3,131060000.0
528,2021-12-16,172.26,150190000.0
527,2021-12-17,171.14,195920000.0
526,2021-12-20,169.75,107500000.0
525,2021-12-21,172.99,91190000.0
524,2021-12-22,175.64,92140000.0
523,2021-12-23,176.28,68360000.0
522,2021-12-27,180.33,74920000.0
